Date,Narration,Withdrawal_Amt,True_Category
22/05/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-225143736248-PAYMENT FROM PHONE,440.74,Food & Dining
22/05/2025,UPI-BPCL UFILL 5-PAYTMQR58061653@PAYTM-YE SB0PTMUPI-989333553362-PAYMENT FROM PHON E,1437.59,Transport
22/05/2025,UPI-KALA KUNJ KOTA-VYAPAR.876283730493@H DFCBANK-HDFC0MERUPI-222158850134-PAYMENT FROM PHONE,31962.94,Transfers
22/05/2025,UPI-JABIR HUSAIN TAI-8578191976@YBL-SBIN 94198-253433585764-PAYMENT FROM PHONE,19349.04,Transfers
22/05/2025,UPI-JABIR HUSAIN TAI-8429135707@YBL-SBIN 58983-946176687194-PAYMENT FROM PHONE,38335.3,Transfers
23/05/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-695007527997-UPIINTENT,109.72,Food & Dining
23/05/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S81954@PT Y-YESB0MCHUPI-469156375308-PAYMENT FROM PHONE,20397.67,Transfers
23/05/2025,UPI-DHOLPUR GAJAK AND BA-PAYTMQR3218809@P TYS-YESB0PTMUPI-307548839779-PAYMENT FRO M PHONE,91.78,Food & Dining
23/05/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT1@AXL -UTIB0AXLUPI-985624802617-PAYMENT FROM P HONE,1664.32,Bills & Utilities
24/05/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-261729487907-BLINKIT PAYMENT,2883.02,Groceries
24/05/2025,UPI-OLA CABS-8726407858@PTYBL YESB0PTMUPI-319890898848-AUTO PAYMENT,1605.57,Transport
24/05/2025,UPI-MR SIDDHARTH CHHABR-Q262769381@YBL-772947894650 YESB0YBLUPI-735034567037-PAYMENT FROM PH ONE,12217.13,Transfers
24/05/2025,UPI-KWATRA-IBKPOS.EP788841@ICICI-ICIC000 3943-794353896451-PAYMENT FROM PHONE,1953.57,Transfers
25/05/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-239353391976-BLINKIT PAYMENT,581.9,Food & Dining
25/05/2025,UPI-AMAZON PAY-7897489645@AMAZON UTIB0000100-726956620134-ORDER PAYMENT,7205.69,Shopping
25/05/2025,UPI-SHREERAM STATIONERY -Q81915687@YBL-B KID9426263-278475336065-PAYMENT FROM PHO NE,2078.55,Education
25/05/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL14@ OKSBI-BKID0008860-433718139693-PAYMENT F ROM PHONE,30575.03,Transfers
25/05/2025,UPI-VIJAY JUICE POINT-PAYTM.S75956@PTY- YESB0MCHUPI-562150075995-PAYMENT FROM PH ONE,629.12,Food & Dining
25/05/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-844233656211-BLINKIT PAYMENT,238.44,Food & Dining
25/05/2025,UPI-AMAZON PAY-7704110347@AMAZON UTIB0000100-358113929678-ORDER PAYMENT,1070.98,Shopping
25/05/2025,BBPS/BESCOM/ELECTRICITY/BILL PAY,841.11,Bills & Utilities
26/05/2025,UPI-OLA CABS-9535704367@PTYBL YESB0PTMUPI-452249859925-AUTO PAYMENT,1725.83,Transport
26/05/2025,UPI-MSBEAUX FASHION-IBKPOS.EP12443@ICIC I-ICIC0000004-291772670542-PAYMENT FROM PHONE,5391.06,Shopping
26/05/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-251007747466-PAYMENT FROM PHONE,530.64,Transfers
26/05/2025,ACH/SBI MF/SIP/BLUECHIP FUND,9214.29,Investment
27/05/2025,UPI-UBER-7955441200@HDFCBANK HDFC0MERUPI-234539453489-RIDE PAYMENT,257.77,Transport
28/05/2025,UPI-SURESH KUMAR BANJARA-KAMLESHPAT70-4@O KHDFCBANK-HDFC5722069-435770021049-PAYME NT FROM PHONE,21692.27,Transfers
28/05/2025,UPI-KWATRA-IBKPOS.EP267917@ICICI-ICIC000 7069-274870550257-PAYMENT FROM PHONE,23656.29,Transfers
28/05/2025,ACH/HDFC BANK/EMI/HOME LOAN,14400.48,EMI & Loans
28/05/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-709796376515-PAYMENT FOR 100006,1412.72,Transport
01/06/2025,UPI-SHREERAM STATIONERY -Q23593405@YBL-B KID4131072-574461003824-PAYMENT FROM PHO NE,284.2,Groceries
01/06/2025,UPI-KWATRA-IBKPOS.EP754871@ICICI-ICIC000 3500-292841224344-PAYMENT FROM PHONE,32884.19,Transfers
01/06/2025,UPI-KALA KUNJ KOTA-VYAPAR.866288843118@H DFCBANK-HDFC0MERUPI-407072788259-PAYMENT FROM PHONE,30235.91,Transfers
01/06/2025,UPI-ETISHA MITTAL-7485590800-2@AXL-UBIN0 462238-871243806557-PAYMENT FROM PHONE,32355.57,Transfers
02/06/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-966255943270-PAYMENT FOR 100006,72.32,Transport
02/06/2025,UPI-OLA CABS-8407755198@PTYBL YESB0PTMUPI-538455123167-AUTO PAYMENT,1356.44,Transport
03/06/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-134694667804-PAYMENT FOR 100006,201.88,Transport
03/06/2025,UPI-GOOGLE-PLAYSTORE1.BD@AXISBANK-UTIB00 85379-991356479616-MANDATEEXECUTE,1058.85,Bills & Utilities
03/06/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 728563407451-PAYMENT FROM PHONE,797.32,Healthcare
04/06/2025,BBPS/BESCOM/ELECTRICITY/BILL PAY,817.07,Bills & Utilities
04/06/2025,UPI-KWATRA-IBKPOS.EP787676@ICICI-ICIC000 1445-562286775802-PAYMENT FROM PHONE,21651.72,Transfers
05/06/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL73@ OKSBI-BKID0008860-663548509824-PAYMENT F ROM PHONE,36473.44,Transfers
06/06/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-299632033358-PAYMENT FOR 100006,1316.0,Transport
07/06/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-805484596026-UPIINTENT,523.98,Food & Dining
07/06/2025,UPI-SWIGGY-9719528701@HDFCBANK-HDFC0MERUP I-419355645392-SWIGGY FOOD,656.32,Food & Dining
07/06/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-341026231776-PAYMENT FR OM PHONE,1612.12,Groceries
07/06/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-659107254279-PAYMENT FOR 100006,1928.92,Transport
07/06/2025,UPI-KALA KUNJ KOTA-VYAPAR.448381841916@H DFCBANK-HDFC0MERUPI-876958678136-PAYMENT FROM PHONE,2178.31,Shopping
08/06/2025,UPI-SWIGGY-7365308503@HDFCBANK-HDFC0MERUP I-408816591512-SWIGGY FOOD,572.37,Food & Dining
08/06/2025,UPI-DHOLPUR GAJAK AND BA-PAYTMQR2619280@P TYS-YESB0PTMUPI-379192614372-PAYMENT FRO M PHONE,84.07,Food & Dining
09/06/2025,UPI-DHAKAD ELECTRICALS-MAB.1650852840 18@AXISBANK-UTIB0000100-677871653922-PAY MENT FROM PHONE,3722.2,Shopping
09/06/2025,UPI-FLIPKART PAYMENTS-PAYTM-63751317@PTY BL-YESB0PTMUPI-764357749979-EXPRESS,6786.34,Shopping
09/06/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 338271006093-PAYMENT FROM PHONE,1916.82,Healthcare
09/06/2025,UPI-KWATRA-IBKPOS.EP770154@ICICI-ICIC000 3432-425261115259-PAYMENT FROM PHONE,18174.14,Transfers
09/06/2025,UPI-MR SIDDHARTH CHHABR-Q973439363@YBL-114243635009 YESB0YBLUPI-602640418047-PAYMENT FROM PH ONE,6919.0,Transfers
10/06/2025,UPI-KALA KUNJ KOTA-VYAPAR.347132005701@H DFCBANK-HDFC0MERUPI-519832681214-PAYMENT FROM PHONE,36948.0,Transfers
11/06/2025,UPI-OM NAMKEEN AND SNACK-Q188931315@YBL- SBIN0030057-885629687372-PAYMENT FROM PH ONE,509.4,Food & Dining
11/06/2025,UPI-SWIGGY-8815951623@HDFCBANK-HDFC0MERUP I-423554578971-SWIGGY FOOD,728.8,Food & Dining
11/06/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-987583462704-PAYMENT FR OM PHONE,944.88,Groceries
11/06/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-573273966676-BLINKIT PAYMENT,2649.4,Groceries
11/06/2025,UPI-EKART-EKART@YBL-YESB0YBLUPI-77770033 4319-PAYMENT FOR REFCL7,3015.8,Shopping
11/06/2025,UPI-SRN PRINTERS-BHARATPE.54668291648@FB PE-FDRL0001382-382228555885-PAY TO BHARA TPE ME,3359.6,Education
12/06/2025,UPI-MR SIDDHARTH CHHABR-Q128628609@YBL-856988694173 YESB0YBLUPI-117836758182-PAYMENT FROM PH ONE,23572.54,Transfers
13/06/2025,UPI-SHREERAM STATIONERY -Q21903820@YBL-B KID3352410-330232386194-PAYMENT FROM PHO NE,1300.25,Groceries
13/06/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-281804261459-PAYMENT FROM PHONE,8043.96,Transfers
13/06/2025,ACH/SBI MF/SIP/BLUECHIP FUND,881.36,Investment
14/06/2025,UPI-VIJAY JUICE POINT-PAYTM.S10777@PTY- YESB0MCHUPI-518902174854-PAYMENT FROM PH ONE,641.87,Food & Dining
14/06/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-861927048960-PAYMENT FROM PHONE,36073.23,Transfers
15/06/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-775726182994-BLINKIT PAYMENT,198.39,Food & Dining
15/06/2025,UPI-OLA CABS-7531197655@PTYBL YESB0PTMUPI-795021487404-AUTO PAYMENT,1778.92,Transport
15/06/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S85525@PT Y-YESB0MCHUPI-130147778515-PAYMENT FROM PHONE,29341.61,Transfers
16/06/2025,UPI-CHAAPS N CURRIES-Q392557656@YBL-YESB 0YBLUPI-241930029037-PAYMENT FROM PHONE,101.87,Food & Dining
18/06/2025,UPI-CHAAPS N CURRIES-Q124158990@YBL-YESB 0YBLUPI-568331952001-PAYMENT FROM PHONE,385.33,Food & Dining
18/06/2025,UPI-RAVI CARPENTER-7299221158@YBL-SBIN0 62716-258468975731-PAYMENT FROM PHONE,692.14,Transport
18/06/2025,UPI-EKART-EKART@YBL-YESB0YBLUPI-70070715 2202-PAYMENT FOR REFCL2,6772.15,Shopping
18/06/2025,UPI-RAMESH KUMAR BANJARA-KAMLESHPAT68-4@O KHDFCBANK-HDFC5207609-780956767979-PAYME NT FROM PHONE,12592.83,Transfers
19/06/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-554518687774-PAYMENT FR OM PHONE,1326.83,Groceries
19/06/2025,UPI-FLIPKART PAYMENTS-PAYTM-42655179@PTY BL-YESB0PTMUPI-184853636379-PAYMENT FROM PHONE,1858.23,Shopping
19/06/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL98@ OKSBI-BKID0008860-562109896102-PAYMENT F ROM PHONE,27481.34,Transfers
19/06/2025,UPI-DINESH KUMAR PATIDA-RAKESHSIOTA38-3@O KHDFCBANK-HDFC1984235-851185394408-PAYME NT FROM PHONE,33271.41,Transfers
19/06/2025,UPI-KWATRA-IBKPOS.EP164566@ICICI-ICIC000 8625-266707339568-PAYMENT FROM PHONE,2222.24,Transfers
20/06/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL32@ OKSBI-BKID0008860-433870127871-PAYMENT F ROM PHONE,10543.15,Transfers
20/06/2025,NACH/BAJAJ FINANCE/EMI DEBIT,18575.37,EMI & Loans
21/06/2025,UPI-DHOLPUR GAJAK AND BA-PAYTMQR8330282@P TYS-YESB0PTMUPI-407455719183-PAYMENT FRO M PHONE,69.9,Food & Dining
21/06/2025,UPI-OLA CABS-9320034451@PTYBL YESB0PTMUPI-317569959303-AUTO PAYMENT,1274.13,Transport
21/06/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT1@AXL -UTIB0AXLUPI-512029991905-PAYMENT FROM P HONE,824.43,Bills & Utilities
21/06/2025,UPI-KWATRA-IBKPOS.EP189682@ICICI-ICIC000 4214-733933051034-PAYMENT FROM PHONE,23961.65,Transfers
22/06/2025,UPI-SWIGGY-9985071106@HDFCBANK-HDFC0MERUP I-413664903844-SWIGGY FOOD,538.51,Food & Dining
23/06/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-104009609871-UPIINTENT,628.74,Food & Dining
23/06/2025,UPI-OLA CABS-7530243735@PTYBL YESB0PTMUPI-301302419630-AUTO PAYMENT,1714.74,Transport
24/06/2025,UPI-SWIGGY-7208371935@HDFCBANK-HDFC0MERUP I-547757982538-SWIGGY FOOD,168.49,Food & Dining
24/06/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 147762.RZP@RXAXIS-UTIB0000RZP-230246513546 83-PAYMENT FROM PHONE,379.66,Groceries
25/06/2025,UPI-MR SIDDHARTH CHHABR-Q228944676@YBL-863140749756 YESB0YBLUPI-989473106428-PAYMENT FROM PH ONE,17138.8,Transfers
25/06/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-436905141665-PAYMENT FROM PHONE,43089.03,Transfers
25/06/2025,UPI-ZERODHA-8880617716@ZERODHA,9314.62,Investment
27/06/2025,UPI-DHOLPUR GAJAK AND BA-PAYTMQR9721483@P TYS-YESB0PTMUPI-843186633785-PAYMENT FRO M PHONE,202.93,Food & Dining
27/06/2025,UPI-FLIPKART PAYMENTS-PAYTM-23105070@PTY BL-YESB0PTMUPI-353885940570-PAYMENT FROM PHONE,7929.43,Shopping
27/06/2025,UPI-GOOGLE-PLAYSTORE1.BD@AXISBANK-UTIB00 38603-522647233099-MANDATEEXECUTE,1332.79,Bills & Utilities
27/06/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT1@AXL -UTIB0AXLUPI-362270702195-PAYMENT FROM P HONE,720.73,Bills & Utilities
28/06/2025,UPI-KALA KUNJ KOTA-VYAPAR.547191896905@H DFCBANK-HDFC0MERUPI-641152245543-PAYMENT FROM PHONE,35206.57,Transfers
28/06/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL57@ OKSBI-BKID0008860-166815451322-PAYMENT F ROM PHONE,38472.7,Transfers
28/06/2025,UPI-KAMLESH KUMAR BANJARA-RAKESHSIOTA35-5@O KHDFCBANK-HDFC7726318-434616504035-PAYME NT FROM PHONE,2275.76,Transfers
28/06/2025,UPI-MAHESH KUMAR MALI-8924086305@YBL-SBI N0030057-974789368460-PAYMENT FROM PHONE,18900.29,Transfers
28/06/2025,UPI-MAHESH KUMAR MALI-8411702143@YBL-SBI N0030057-439936334465-PAYMENT FROM PHONE,16254.85,Transfers
01/07/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 918952.RZP@RXAXIS-UTIB0000RZP-264951042330 41-PAYMENT FROM PHONE,656.09,Groceries
01/07/2025,UPI-M S SUPREME TRANSPOR-SUPREMETRANSPOR T616-9@OKICICI-ICIC1634884-168470380299- PAYMENT FROM PHONE,1582.39,Transport
01/07/2025,UPI-EKART-EKART2.PAYU@AXISBANK-UTIB00001 00-386232189436-UPIQR,2500.16,Shopping
01/07/2025,UPI-RAJ MEDICAL STORES-GPAY-53764430321@ OKBIZAXIS-UTIB0000553-767570132186-PAYME NT FROM PHONE,1246.11,Healthcare
01/07/2025,UPI-MR SIDDHARTH CHHABR-Q921179287@YBL-862664448196 YESB0YBLUPI-732392070737-PAYMENT FROM PH ONE,25647.41,Transfers
02/07/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-672666934615-BLINKIT PAYMENT,2513.62,Groceries
02/07/2025,UPI-UBER-7012104551@HDFCBANK HDFC0MERUPI-638307578726-RIDE PAYMENT,1346.89,Transport
02/07/2025,ACH/PPFAS MF/SIP/FLEXI CAP,7060.86,Investment
03/07/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-957593914445-PAYMENT FROM PHONE,96.81,Food & Dining
03/07/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-207955884115-BLINKIT PAYMENT,333.34,Food & Dining
03/07/2025,UPI-JAIN DAIRY COLDRINKS-Q758304179@YBL- YESB0YBLUPI-254541730598-PAYMENT FROM PH ONE,148.71,Food & Dining
03/07/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-665771509046-MONTHLY AUTOPA Y. C,453.38,Food & Dining
03/07/2025,UPI-EKART-EKART@YBL-YESB0YBLUPI-85174624 9811-PAYMENT FOR REFCL3,5590.78,Shopping
03/07/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S54792@PT Y-YESB0MCHUPI-846547751151-PAYMENT FROM PHONE,4261.67,Transfers
04/07/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL79@ OKSBI-BKID0008860-391159296508-PAYMENT F ROM PHONE,43756.1,Transfers
04/07/2025,NACH/BAJAJ FINANCE/EMI DEBIT,14023.48,EMI & Loans
05/07/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-182564817078-PAYMENT FROM PHONE,620.72,Food & Dining
05/07/2025,ACH/JIO/RECHARGE/4G PLAN,522.66,Bills & Utilities
05/07/2025,UPI-MAHESH KUMAR MALI-8609127818@YBL-SBI N0030057-363762801206-PAYMENT FROM PHONE,7742.71,Transfers
06/07/2025,UPI-RAVI CARPENTER-7027150792@YBL-SBIN0 37340-797435139989-PAYMENT FROM PHONE,1266.29,Transport
06/07/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-322270727469-PAYMENT FROM PHONE,253.3,Transfers
07/07/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-146064513331-PAYMENT FROM PHONE,25908.18,Transfers
07/07/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S49843@PT Y-YESB0MCHUPI-695890752037-PAYMENT FROM PHONE,12798.69,Transfers
08/07/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-354375459360-PAYMENT FOR 100006,788.2,Transport
08/07/2025,UPI-BPCL UFILL 2-PAYTMQR21820617@PAYTM-YE SB0PTMUPI-922364924257-PAYMENT FROM PHON E,599.35,Transport
08/07/2025,UPI-DELHI WATCH ELECTR-GPAY-2382673173 44@OKBIZAXIS-UTIB0000553-765128521662-PAY MENT FROM PHONE,2970.27,Shopping
08/07/2025,UPI-TAKEUFORWARD-TAKEUFORWARD282597.RZP@ RXAIRTEL-AIRP0000011-848079090611-PAYMEN TTOTAKEUFORW,2061.55,Education
09/07/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-244119486335-BLINKIT PAYMENT,1925.01,Groceries
10/07/2025,UPI-KALA KUNJ KOTA-VYAPAR.896518549158@H DFCBANK-HDFC0MERUPI-504138319456-PAYMENT FROM PHONE,37500.94,Transfers
11/07/2025,UPI-OM NAMKEEN AND SNACK-Q896708393@YBL- BARB0INDKAT-938619017278-PAYMENT FROM PH ONE,679.1,Food & Dining
11/07/2025,UPI-BPCL UFILL 9-PAYTMQR70490863@PAYTM-YE SB0PTMUPI-461528960084-PAYMENT FROM PHON E,903.82,Transport
11/07/2025,UPI-FLIPKART PAYMENTS-PAYTM-43326367@PTY BL-YESB0PTMUPI-304723415718-PAYMENT FROM PHONE,683.23,Shopping
11/07/2025,UPI-ETISHA MITTAL-9305384880-4@AXL-UBIN0 230173-744006366912-PAYMENT FROM PHONE,22983.97,Transfers
12/07/2025,UPI-GOOGLE-PLAYSTORE1.BD@AXISBANK-UTIB00 93489-587914636837-MANDATEEXECUTE,147.61,Bills & Utilities
12/07/2025,UPI-RAKESH KUMAR PATIDA-SURESHSINGH25-4@O KHDFCBANK-HDFC4434669-312334567008-PAYME NT FROM PHONE,15485.62,Transfers
14/07/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-182598283274-BLINKIT PAYMENT,180.41,Food & Dining
15/07/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-421725491927-PAYMENT FROM PHONE,704.56,Food & Dining
15/07/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL69@ OKSBI-BKID0008860-873936879092-PAYMENT F ROM PHONE,29108.68,Transfers
16/07/2025,UPI-SWIGGY-9839494826@HDFCBANK-HDFC0MERUP I-660507632805-SWIGGY FOOD,512.25,Food & Dining
16/07/2025,UPI-MR SIDDHARTH CHHABR-Q880839388@YBL-811411157067 YESB0YBLUPI-560184737804-PAYMENT FROM PH ONE,9500.61,Transfers
17/07/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 396035.RZP@RXAXIS-UTIB0000RZP-571328634367 51-PAYMENT FROM PHONE,2129.7,Groceries
17/07/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 503375254265-PAYMENT FROM PHONE,900.02,Healthcare
17/07/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL73@ OKSBI-BKID0008860-541670590904-PAYMENT F ROM PHONE,11750.12,Transfers
17/07/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-636096720462-PAYMENT FROM PHONE,16588.26,Transfers
17/07/2025,UPI-JABIR HUSAIN TAI-9181931127@YBL-SBIN 74439-350898746019-PAYMENT FROM PHONE,33980.56,Transfers
18/07/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-411187032340-BLINKIT PAYMENT,501.97,Food & Dining
18/07/2025,UPI-OLA CABS-7475078945@PTYBL YESB0PTMUPI-351201478469-AUTO PAYMENT,1027.22,Transport
18/07/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL40@ OKSBI-BKID0008860-955580483910-PAYMENT F ROM PHONE,4691.97,Transfers
19/07/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-906084866287-BLINKIT PAYMENT,162.14,Food & Dining
19/07/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-525321849967-PAYMENT FOR 100006,1134.52,Transport
20/07/2025,ACH/HDFC MF/SIP/EQUITY FUND,3414.59,Investment
21/07/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 161771831638-PAYMENT FROM PHONE,814.66,Healthcare
22/07/2025,UPI-OLA CABS-7151453828@PTYBL YESB0PTMUPI-746750455452-AUTO PAYMENT,177.0,Transport
23/07/2025,UPI-SAMRIYA KIRANA STORE-VYAPAR.38743183 7882@HDFCBANK-HDFC0MERUPI-411976073352-P AYMENT FROM PHONE,2910.65,Groceries
23/07/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 640081.RZP@RXAXIS-UTIB0000RZP-899800482381 45-PAYMENT FROM PHONE,932.34,Groceries
23/07/2025,UPI-FLIPKART PAYMENTS-PAYTM-38873109@PTY BL-YESB0PTMUPI-309009232500-EXPRESS,6797.63,Shopping
23/07/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S73328@PT Y-YESB0MCHUPI-225853561582-PAYMENT FROM PHONE,5465.34,Transfers
24/07/2025,UPI-SWIGGY-8402456549@HDFCBANK-HDFC0MERUP I-293288287811-SWIGGY FOOD,730.49,Food & Dining
24/07/2025,UPI-MEESHO TECHNOLOGIES -MEESHOONLINEPG@ AXL-UTIB0AXLUPI-596307196600-UPI INTENT,7429.76,Shopping
24/07/2025,UPI-MSBHUMI JUNCTION NX-EAZYPAY.ZKIAW94C 6SND4LR@ICICI-ICIC0DC0099-351849281878-P AYMENT FROM PHONE,521.44,Bills & Utilities
25/07/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-355013511070-UPIINTENT,492.75,Food & Dining
25/07/2025,UPI-M S SUPREME TRANSPOR-SUPREMETRANSPOR T527-6@OKICICI-ICIC8384389-412836294048- PAYMENT FROM PHONE,1844.37,Transport
25/07/2025,UPI-FLIPKART PAYMENTS-PAYTM-58445837@PTY BL-YESB0PTMUPI-942432657163-EXPRESS,946.66,Shopping
25/07/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT3@AXL -UTIB0AXLUPI-570189279181-PAYMENT FROM P HONE,1431.29,Bills & Utilities
25/07/2025,UPI-KAMLESH KUMAR BANJARA-KAMLESHPAT53-2@O KHDFCBANK-HDFC7397468-342944886541-PAYME NT FROM PHONE,39676.14,Transfers
26/07/2025,UPI-CHAAYOS-8383486237@HDFCBANK HDFC0MERUPI-505862536656-PAYMENT FROM PHONE,199.72,Food & Dining
27/07/2025,UPI-SWIGGY-9713503370@HDFCBANK-HDFC0MERUP I-312605915082-SWIGGY FOOD,667.01,Food & Dining
27/07/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-593779031088-BLINKIT PAYMENT,726.01,Food & Dining
28/07/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-982643827269-PAYMENT FR OM PHONE,556.22,Groceries
28/07/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-956408412905-PAYMENT FR OM PHONE,981.97,Groceries
28/07/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT1@YBL -YESB0YBLUPI-850399870208-PAYMENT FROM P HONE,1748.46,Bills & Utilities
01/08/2025,UPI-CHAAYOS-9197590770@HDFCBANK HDFC0MERUPI-435330830587-PAYMENT FROM PHONE,743.56,Food & Dining
01/08/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-944046672033-PAYMENT FOR 100006,602.25,Transport
01/08/2025,UPI-MR SIDDHARTH CHHABR-Q860827386@YBL-994215155186 YESB0YBLUPI-406506331528-PAYMENT FROM PH ONE,20820.6,Transfers
02/08/2025,UPI-OLA CABS-9175584193@PTYBL YESB0PTMUPI-526075566051-AUTO PAYMENT,244.79,Transport
02/08/2025,UPI-OLA CABS-9139003662@PTYBL YESB0PTMUPI-380870204393-AUTO PAYMENT,1578.81,Transport
02/08/2025,BBPS/BESCOM/ELECTRICITY/BILL PAY,34.1,Bills & Utilities
03/08/2025,UPI-JABIR HUSAIN TAI-9214545528@YBL-SBIN 33790-727462580155-PAYMENT FROM PHONE,44159.8,Transfers
04/08/2025,UPI-SAMRIYA KIRANA STORE-VYAPAR.33446425 6831@HDFCBANK-HDFC0MERUPI-710978288786-P AYMENT FROM PHONE,1526.66,Groceries
04/08/2025,UPI-TAKEUFORWARD-TAKEUFORWARD560071.RZP@ RXAIRTEL-AIRP0000011-838689492208-PAYMEN TTOTAKEUFORW,4630.46,Education
05/08/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-937860063667-UPIINTENT,182.37,Food & Dining
05/08/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 549426320443-PAYMENT FROM PHONE,1873.83,Healthcare
