Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
28/04/2025,UPI-JABIR HUSAIN TAI-7497710260@YBL-SBIN 93542-342261441403-PAYMENT FROM PHONE,9356705564910282,28/04/2025,42385.77,,-611466.62
01/05/2025,NEFT/INFOSYS LIMITED/MONTHLY SALARY,7917185248296841,01/05/2025,,88214,-523252.62
01/05/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 148913.RZP@RXAXIS-UTIB0000RZP-669228760324 76-PAYMENT FROM PHONE,9770187442055129,01/05/2025,2084.08,,-525336.7
01/05/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-182651964577-PAYMENT FOR 100006,9691397843277407,01/05/2025,1740.05,,-527076.75
01/05/2025,UPI-MEESHO TECHNOLOGIES -MEESHOONLINEPG@ AXL-UTIB0AXLUPI-466447880369-UPI INTENT,3575234374559948,01/05/2025,6970.35,,-534047.1
01/05/2025,UPI-KWATRA-IBKPOS.EP354561@ICICI-ICIC000 3766-328108348325-PAYMENT FROM PHONE,9985880075366948,01/05/2025,1390.81,,-535437.91
01/05/2025,UPI-VINOD-VINODBAGADA2@AXL-SBIN0030057-1 709612016665-PAYMENT FROM PHONE,5286746685416945,01/05/2025,,39924.0,-495513.91
01/05/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-550817206062-UPIINTENT,6194393382270017,01/05/2025,622.18,,-496136.09
02/05/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT1@YBL -YESB0YBLUPI-234228394959-PAYMENT FROM P HONE,7564920408767454,02/05/2025,1735.98,,-497872.07
02/05/2025,UPI-MR SIDDHARTH CHHABR-Q996827744@YBL-808758912088 YESB0YBLUPI-854777368089-PAYMENT FROM PH ONE,6622256928166583,02/05/2025,8361.29,,-506233.36
02/05/2025,UPI-MAHESH KUMAR MALI-9715108587@YBL-SBI N0030057-876397576168-PAYMENT FROM PHONE,2716991906120064,02/05/2025,,8983.36,-497250.0
02/05/2025,UPI-VIJAY JUICE POINT-PAYTM.S80669@PTY- YESB0MCHUPI-534707637191-PAYMENT FROM PH ONE,6712614880805795,02/05/2025,611.62,,-497861.62
03/05/2025,UPI-SAYUSH MITTAL-SAYUSHMITTAL36@OKHDFCB ANK-HDFC0005830-135721173095-UPI,5658779322328037,03/05/2025,,28710.18,-469151.44
03/05/2025,UPI-OLA CABS-9111054308@PTYBL YESB0PTMUPI-304612248477-AUTO PAYMENT,6071702004921825,03/05/2025,290.74,,-469442.18
03/05/2025,UPI-ETISHA MITTAL-9990673004-4@AXL-UBIN0 532709-879781483494-PAYMENT FROM PHONE,8834416545992951,03/05/2025,34854.33,,-504296.51
03/05/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S35534@PT Y-YESB0MCHUPI-278592115706-PAYMENT FROM PHONE,6854274302381314,03/05/2025,11781.79,,-516078.3
03/05/2025,UPI-MR SIDDHARTH CHHABR-Q401534802@YBL-875799510441 YESB0YBLUPI-804690233041-PAYMENT FROM PH ONE,8908665428687516,03/05/2025,33379.96,,-549458.26
03/05/2025,NEFT/INFOSYS LIMITED/MONTHLY SALARY,3506121904728817,03/05/2025,,86033,-463425.26
03/05/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-853548439783-UPIINTENT,9805954538055034,03/05/2025,313.68,,-463738.94
03/05/2025,UPI-TAKEUFORWARD-TAKEUFORWARD221865.RZP@ RXAIRTEL-AIRP0000011-613275894069-PAYMEN TTOTAKEUFORW,2504384680460429,03/05/2025,2965.18,,-466704.12
03/05/2025,UPI-JABIR HUSAIN TAI-7546524824@YBL-SBIN 28675-505187562910-PAYMENT FROM PHONE,7231806059109327,03/05/2025,6273.55,,-472977.67
03/05/2025,UPI-KALA KUNJ KOTA-VYAPAR.638930252908@H DFCBANK-HDFC0MERUPI-977241645637-PAYMENT FROM PHONE,2293957047253892,03/05/2025,20777.18,,-493754.85
04/05/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-201192300309-MONTHLY AUTOPA Y. C,5259183930426237,04/05/2025,754.73,,-494509.58
04/05/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-964003323573-PAYMENT FOR 100006,8146429407911502,04/05/2025,176.31,,-494685.89
04/05/2025,UPI-MEESHO TECHNOLOGIES -MEESHOONLINEPG@ AXL-UTIB0AXLUPI-830851131815-UPI INTENT,5379535011185602,04/05/2025,1699.87,,-496385.76
04/05/2025,UPI-MSBHUMI JUNCTION NX-EAZYPAY.ZKIAW81A 9SND4LR@ICICI-ICIC0DC0099-320045484201-P AYMENT FROM PHONE,9598242713273184,04/05/2025,1088.8,,-497474.56
04/05/2025,UPI-RAKSHA NYATI-Q373954635@YBL-YESB0YBL UPI-524413742633-PAYMENT FROM PHONE,9436304605985631,04/05/2025,671.08,,-498145.64
04/05/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-531425718658-PAYMENT FROM PHONE,8675779575435492,04/05/2025,31440.52,,-529586.16
04/05/2025,ACH/SBI MF/SIP/BLUECHIP FUND,2669920397793784,04/05/2025,9899.98,,-539486.14
04/05/2025,UPI-MR PANKAJ BHAT-9172933884-4@YBL-CBI N1083377-260713407304-PAYMENT FROM PHONE,3581106491300084,04/05/2025,,29949.06,-509537.08
04/05/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-228731201987-PAYMENT FROM PHONE,1133059826246858,04/05/2025,375.73,,-509912.81
04/05/2025,UPI-DELHI WATCH ELECTR-GPAY-1643078586 62@OKBIZAXIS-UTIB0000553-203847523590-PAY MENT FROM PHONE,4462919977296741,04/05/2025,5970.88,,-515883.69
04/05/2025,UPI-SHREERAM STATIONERY -Q55974777@YBL-B KID9565613-547117719391-PAYMENT FROM PHO NE,8346351653316799,04/05/2025,3490.66,,-519374.35
04/05/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S91135@PT Y-YESB0MCHUPI-718496499110-PAYMENT FROM PHONE,6647409304326860,04/05/2025,2450.91,,-521825.26
04/05/2025,UPI-MAHESH KUMAR MALI-8610169362@YBL-SBI N0030057-495258178786-PAYMENT FROM PHONE,9496669113411764,04/05/2025,6546.06,,-528371.32
05/05/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-368279175696-BLINKIT PAYMENT,8936864495938791,05/05/2025,309.76,,-528681.08
05/05/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-212794453775-BLINKIT PAYMENT,3861549201391035,05/05/2025,695.31,,-529376.39
05/05/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-293705955940-PAYMENT FOR 100006,7341143342064703,05/05/2025,1361.84,,-530738.23
05/05/2025,UPI-RADESHYAM CHAUDHARY-DIMPALCHOUDHARY 3097@AXL-SBIN0030057-345744231849-PAYMENT T FROM PHONE,6891804575347617,05/05/2025,,18891.52,-511846.71
05/05/2025,UPI-OM NAMKEEN AND SNACK-Q357303601@YBL- BARB0INDKAT-702961944769-PAYMENT FROM PH ONE,5718949195306875,05/05/2025,795.11,,-512641.82
05/05/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 337642.RZP@RXAXIS-UTIB0000RZP-490739513023 26-PAYMENT FROM PHONE,7474961190695130,05/05/2025,1003.1,,-513644.92
05/05/2025,UPI-ETISHA MITTAL-9226665556-5@AXL-UBIN0 712435-603816503000-PAYMENT FROM PHONE,7139624474937058,05/05/2025,43931.05,,-557575.97
06/05/2025,UPI-MAHESH KUMAR MALI-9541591429@YBL-SBI N0030057-987218139217-PAYMENT FROM PHONE,3871143168481212,06/05/2025,,25208.72,-532367.25
06/05/2025,UPI-SWIGGY-7672978639@HDFCBANK-HDFC0MERUP I-626020979184-SWIGGY FOOD,4060180560492687,06/05/2025,749.69,,-533116.94
06/05/2025,UPI-DINESH KUMAR PATIDA-SURESHSINGH25-2@O KHDFCBANK-HDFC9433447-448356079088-PAYME NT FROM PHONE,4784600745033778,06/05/2025,30906.2,,-564023.14
06/05/2025,UPI-MR PANKAJ BHAT-7720816730-4@YBL-CBI N2038408-127424643630-PAYMENT FROM PHONE,6455858556211343,06/05/2025,,18227.05,-545796.09
06/05/2025,UPI-JAIN DAIRY COLDRINKS-Q689204557@YBL- YESB0YBLUPI-500477815186-PAYMENT FROM PH ONE,7250850300767221,06/05/2025,655.56,,-546451.65
06/05/2025,ACH/JIO/RECHARGE/4G PLAN,2191555453966407,06/05/2025,831.07,,-547282.72
06/05/2025,BBPS/BESCOM/ELECTRICITY/BILL PAY,1751132507788863,06/05/2025,1450.57,,-548733.29
06/05/2025,UPI-KALA KUNJ KOTA-VYAPAR.442632165120@H DFCBANK-HDFC0MERUPI-297357379611-PAYMENT FROM PHONE,7860292738033000,06/05/2025,23935.18,,-572668.47
07/05/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-566902306057-UPIINTENT,9900859679994286,07/05/2025,679.89,,-573348.36
07/05/2025,UPI-BPCL UFILL 4-PAYTMQR46208610@PAYTM-YE SB0PTMUPI-454641747379-PAYMENT FROM PHON E,3472707081716386,07/05/2025,579.76,,-573928.12
07/05/2025,UPI-UBER-8031130343@HDFCBANK HDFC0MERUPI-279840209546-RIDE PAYMENT,6965997942139572,07/05/2025,1902.03,,-575830.15
07/05/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL25@ OKSBI-BKID0008860-389537267030-PAYMENT F ROM PHONE,7722618055766824,07/05/2025,22383.39,,-598213.54
08/05/2025,UPI-MR PANKAJ BHAT-8061293253-1@YBL-CBI N3132686-322285582523-PAYMENT FROM PHONE,6733017126366190,08/05/2025,,33423.26,-564790.28
08/05/2025,UPI-MAHESH KUMAR MALI-9228277997@YBL-SBI N0030057-185540777741-PAYMENT FROM PHONE,1281124557872777,08/05/2025,,27564.96,-537225.32
08/05/2025,UPI-SWIGGY-7874667922@HDFCBANK-HDFC0MERUP I-803446934035-SWIGGY FOOD,8399343770941876,08/05/2025,532.52,,-537757.84
08/05/2025,UPI-EKART-EKART2.PAYU@AXISBANK-UTIB00001 00-120284131798-UPIQR,5916752129512108,08/05/2025,2744.78,,-540502.62
08/05/2025,UPI-MAHESH KUMAR MALI-8764616914@YBL-SBI N0030057-756673308859-PAYMENT FROM PHONE,5403555971708961,08/05/2025,24022.51,,-564525.13
08/05/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 846302.RZP@RXAXIS-UTIB0000RZP-997189760659 40-PAYMENT FROM PHONE,3219559946911401,08/05/2025,1371.02,,-565896.15
08/05/2025,UPI-EKART-EKART@YBL-YESB0YBLUPI-63782801 4696-PAYMENT FOR REFCL6,2145256967808439,08/05/2025,7903.25,,-573799.4
08/05/2025,UPI-MAHESH KUMAR MALI-7962466764@YBL-SBI N0030057-351697480029-PAYMENT FROM PHONE,3902261016844700,08/05/2025,4359.55,,-578158.95
09/05/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-216129399322-MONTHLY AUTOPA Y. C,3662598183910799,09/05/2025,409.04,,-578567.99
09/05/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-461115585364-UPIINTENT,5578994727392864,09/05/2025,730.53,,-579298.52
09/05/2025,UPI-ETISHA MITTAL-8395275072-5@AXL-UBIN0 209095-613676563011-PAYMENT FROM PHONE,7244829481302692,09/05/2025,22665.93,,-601964.45
09/05/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-345810966652-UPIINTENT,6052800956931305,09/05/2025,621.82,,-602586.27
10/05/2025,UPI-M S SUPREME TRANSPOR-SUPREMETRANSPOR T223-9@OKICICI-ICIC3111177-912931201407- PAYMENT FROM PHONE,5408531916585661,10/05/2025,1983.38,,-604569.65
10/05/2025,UPI-JABIR HUSAIN TAI-8604996392@YBL-SBIN 38987-975013180499-PAYMENT FROM PHONE,3268722887805242,10/05/2025,28003.13,,-632572.78
11/05/2025,UPI-GHANSHYAM GURJAR-GHANSHYAMG206@AXL 4709577-190071004177-PAYMENT FROM PH ONE,4135620203956495,11/05/2025,,42389.45,-590183.33
11/05/2025,UPI-MR PANKAJ BHAT-7016778860-5@YBL-CBI N3014929-565562566549-PAYMENT FROM PHONE,6925666883411357,11/05/2025,,12345.85,-577837.48
11/05/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-975555089500-BLINKIT PAYMENT,1344548325793566,11/05/2025,540.13,,-578377.61
11/05/2025,UPI-SWIGGY-7728179922@HDFCBANK-HDFC0MERUP I-921493390402-SWIGGY FOOD,2624601810552305,11/05/2025,608.88,,-578986.49
11/05/2025,UPI-RAVI CARPENTER-9349054385@YBL-SBIN0 93080-876773522429-PAYMENT FROM PHONE,6837549611154356,11/05/2025,1993.53,,-580980.02
11/05/2025,UPI-FLIPKART PAYMENTS-PAYTM-73227556@PTY BL-YESB0PTMUPI-700605672251-PAYMENT FROM PHONE,1248998095952489,11/05/2025,4073.51,,-585053.53
11/05/2025,UPI-KALA KUNJ KOTA-VYAPAR.307442055867@H DFCBANK-HDFC0MERUPI-657051099354-PAYMENT FROM PHONE,2046488397557844,11/05/2025,13137.34,,-598190.87
11/05/2025,UPI-BPCL UFILL 4-PAYTMQR83977005@PAYTM-YE SB0PTMUPI-629438941858-PAYMENT FROM PHON E,1529367539525452,11/05/2025,1730.38,,-599921.25
12/05/2025,UPI-RACHANA RAWAT-674155398R@AXL-FINO00 40001-877058870748-PAYMENT FROM PHONE,5149116233981359,12/05/2025,,15373.74,-584547.51
12/05/2025,UPI-VINOD-VINODBAGADA7@AXL-SBIN0030057-3 266891890830-PAYMENT FROM PHONE,2028377245910176,12/05/2025,,34812.42,-549735.09
12/05/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-412417687792-MONTHLY AUTOPA Y. C,8575430695749567,12/05/2025,285.53,,-550020.62
12/05/2025,UPI-BIGBASKET-9375548402@HDFCBANK HDFC0MERUPI-976038314050-GROCERY ORDER,6907052284792204,12/05/2025,235.42,,-550256.04
12/05/2025,UPI-KALA KUNJ KOTA-VYAPAR.460361191148@H DFCBANK-HDFC0MERUPI-230083814823-PAYMENT FROM PHONE,4464599969192722,12/05/2025,38759.75,,-589015.79
12/05/2025,UPI-RADESHYAM CHAUDHARY-DIMPALCHOUDHARY 8971@AXL-SBIN0030057-455100214639-PAYMENT T FROM PHONE,5331324149589280,12/05/2025,,19837.28,-569178.51
12/05/2025,UPI-BPCL UFILL 3-PAYTMQR92324445@PAYTM-YE SB0PTMUPI-749263292815-PAYMENT FROM PHON E,2515691320894493,12/05/2025,1156.48,,-570334.99
12/05/2025,UPI-BPCL UFILL 5-PAYTMQR20116117@PAYTM-YE SB0PTMUPI-390253163153-PAYMENT FROM PHON E,6823131093689622,12/05/2025,1914.78,,-572249.77
12/05/2025,ACH/PPFAS MF/SIP/FLEXI CAP,5324470116225155,12/05/2025,6891.4,,-579141.17
13/05/2025,UPI-M S SUPREME TRANSPOR-SUPREMETRANSPOR T252-6@OKICICI-ICIC7981244-911842008367- PAYMENT FROM PHONE,4770882300255526,13/05/2025,255.33,,-579396.5
13/05/2025,UPI-GOOGLE-PLAYSTORE1.BD@AXISBANK-UTIB00 19687-613291330114-MANDATEEXECUTE,6443233841749650,13/05/2025,1989.78,,-581386.28
13/05/2025,UPI-TAKEUFORWARD-TAKEUFORWARD583223.RZP@ RXAIRTEL-AIRP0000011-506800435925-PAYMEN TTOTAKEUFORW,9977513669464544,13/05/2025,2966.68,,-584352.96
13/05/2025,UPI-BIGBASKET-8819992213@HDFCBANK HDFC0MERUPI-533665066572-GROCERY ORDER,3355110835019694,13/05/2025,385.16,,-584738.12
13/05/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-793152455918-PAYMENT FOR 100006,3612515423369496,13/05/2025,195.93,,-584934.05
13/05/2025,UPI-OLA CABS-9327664795@PTYBL YESB0PTMUPI-761046640332-AUTO PAYMENT,2738368365946683,13/05/2025,888.86,,-585822.91
14/05/2025,UPI-SAYUSH MITTAL-SAYUSHMITTAL77@OKHDFCB ANK-HDFC0005830-849874107369-UPI,8921869783345415,14/05/2025,,43436.86,-542386.05
14/05/2025,UPI-FLIPKART PAYMENTS-PAYTM-70072398@PTY BL-YESB0PTMUPI-781582911059-EXPRESS,8178512474543506,14/05/2025,1625.8,,-544011.85
14/05/2025,UPI-GOOGLE-PLAYSTORE1.BD@AXISBANK-UTIB00 33064-143547058609-MANDATEEXECUTE,7773126793252330,14/05/2025,1528.73,,-545540.58
14/05/2025,UPI-VINOD-VINODBAGADA9@AXL-SBIN0030057-4 953187479849-PAYMENT FROM PHONE,3851708140956463,14/05/2025,,23895.48,-521645.1
14/05/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-110039403047-PAYMENT FROM PHONE,7915335335154830,14/05/2025,245.62,,-521890.72
14/05/2025,UPI-OLA CABS-9220492799@PTYBL YESB0PTMUPI-876056829151-AUTO PAYMENT,2358347628893501,14/05/2025,1026.64,,-522917.36
14/05/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-372771633254-PAYMENT FOR 100006,4554151301488718,14/05/2025,1175.29,,-524092.65
15/05/2025,UPI-RADESHYAM CHAUDHARY-DIMPALCHOUDHARY 1933@AXL-SBIN0030057-161943178045-PAYMENT T FROM PHONE,6872907872073000,15/05/2025,,35688.17,-488404.48
15/05/2025,UPI-SWIGGY-9056529699@HDFCBANK-HDFC0MERUP I-386899209175-SWIGGY FOOD,4054642261514214,15/05/2025,504.37,,-488908.85
15/05/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-169944145387-PAYMENT FROM PHONE,4865523121235435,15/05/2025,708.5,,-489617.35
15/05/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-379146690296-PAYMENT FROM PHONE,3292223809311252,15/05/2025,41961.43,,-531578.78
15/05/2025,UPI-ETISHA MITTAL-7658608488-3@AXL-UBIN0 864313-233967193763-PAYMENT FROM PHONE,8754289958448176,15/05/2025,31303.82,,-562882.6
16/05/2025,UPI-RADESHYAM CHAUDHARY-DIMPALCHOUDHARY 6098@AXL-SBIN0030057-774894938265-PAYMENT T FROM PHONE,1862517984576408,16/05/2025,,42701.68,-520180.92
16/05/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-922654223677-PAYMENT FR OM PHONE,2849277570602344,16/05/2025,538.13,,-520719.05
16/05/2025,UPI-BIGBASKET-7492143012@HDFCBANK HDFC0MERUPI-857300741372-GROCERY ORDER,8341203100362234,16/05/2025,836.26,,-521555.31
16/05/2025,UPI-OLA CABS-9776154329@PTYBL YESB0PTMUPI-219242304764-AUTO PAYMENT,6923306114912364,16/05/2025,647.09,,-522202.4
16/05/2025,UPI-AMAZON PAY-8655098540@AMAZON UTIB0000100-121690165833-ORDER PAYMENT,9957766279351317,16/05/2025,6444.43,,-528646.83
16/05/2025,UPI-RAKSHA NYATI-Q975323755@YBL-YESB0YBL UPI-212986564662-PAYMENT FROM PHONE,8020188106027501,16/05/2025,101.49,,-528748.32
17/05/2025,UPI-SAYUSH MITTAL-SAYUSHMITTAL21@OKHDFCB ANK-HDFC0005830-747899640117-UPI,3907450411120583,17/05/2025,,13498.25,-515250.07
17/05/2025,UPI-MR PANKAJ BHAT-7754726879-5@YBL-CBI N8345305-292613196833-PAYMENT FROM PHONE,9595920939136125,17/05/2025,,30159.52,-485090.55
17/05/2025,UPI-SAYUSH MITTAL-SAYUSHMITTAL53@OKHDFCB ANK-HDFC0005830-221627451742-UPI,1965486453657044,17/05/2025,,12241.79,-472848.76
17/05/2025,UPI-RADESHYAM CHAUDHARY-DIMPALCHOUDHARY 2426@AXL-SBIN0030057-733090727433-PAYMENT T FROM PHONE,1979848055950588,17/05/2025,,19119.48,-453729.28
18/05/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-405857898804-PAYMENT FR OM PHONE,6878605595218968,18/05/2025,1693.85,,-455423.13
18/05/2025,UPI-JAIN GENERAL AND STA-Q964214765@YBL- YESB0YBLUPI-605793706427-PAYMENT FROM PH ONE,7836542888101999,18/05/2025,762.26,,-456185.39
18/05/2025,UPI-OLA CABS-7333978866@PTYBL YESB0PTMUPI-756371046862-AUTO PAYMENT,1798355877639837,18/05/2025,480.44,,-456665.83
18/05/2025,UPI-FLIPKART PAYMENTS-PAYTM-36238510@PTY BL-YESB0PTMUPI-621799939487-PAYMENT FROM PHONE,8558514065531081,18/05/2025,7283.6,,-463949.43
18/05/2025,UPI-KWATRA-IBKPOS.EP147717@ICICI-ICIC000 6912-609214453702-PAYMENT FROM PHONE,6306410694649750,18/05/2025,22007.95,,-485957.38
18/05/2025,UPI-VINOD-VINODBAGADA8@AXL-SBIN0030057-3 696947224053-PAYMENT FROM PHONE,9345593612836521,18/05/2025,,34656.12,-451301.26
18/05/2025,UPI-DEVKARAN MEENA-9129052439@YBL-FINO00 99334-924268664025-PAYMENT FROM PHONE,5286292257273093,18/05/2025,,35831.04,-415470.22
18/05/2025,UPI-AMAZON PAY-8631247126@AMAZON UTIB0000100-525291200060-ORDER PAYMENT,9285713157353305,18/05/2025,6782.1,,-422252.32
19/05/2025,UPI-MAHESH KUMAR MALI-7492200171@YBL-SBI N0030057-766672447661-PAYMENT FROM PHONE,9756455582816008,19/05/2025,,41372.98,-380879.34
19/05/2025,UPI-MAHESH KUMAR MALI-9364053918@YBL-SBI N0030057-116782387003-PAYMENT FROM PHONE,5278386493657318,19/05/2025,,4447.08,-376432.26
19/05/2025,UPI-KWATRA-IBKPOS.EP679398@ICICI-ICIC000 1315-929610248040-PAYMENT FROM PHONE,2838911971392030,19/05/2025,12639.04,,-389071.3
19/05/2025,UPI-MAHESH KUMAR MALI-7410739117@YBL-SBI N0030057-446525025054-PAYMENT FROM PHONE,6103673720891686,19/05/2025,9530.43,,-398601.73
19/05/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-171515774622-UPIINTENT,6292891368580227,19/05/2025,254.62,,-398856.35
19/05/2025,UPI-MS KAMAL ENTERPRISES-Q218073366@YBL YESB0MCHUPI-699573520627-PAYMENT FROM PH ONE,3365313893260430,19/05/2025,672.11,,-399528.46
19/05/2025,UPI-FLIPKART PAYMENTS-PAYTM-24231109@PTY BL-YESB0PTMUPI-902259011883-PAYMENT FROM PHONE,6450086579891343,19/05/2025,7195.51,,-406723.97
19/05/2025,UPI-KWATRA-IBKPOS.EP330991@ICICI-ICIC000 5866-255201803354-PAYMENT FROM PHONE,2449059335335391,19/05/2025,20305.68,,-427029.65
20/05/2025,UPI-RACHANA RAWAT-635949284R@AXL-FINO00 30001-228599285884-PAYMENT FROM PHONE,1450620008652700,20/05/2025,,43617.95,-383411.7
20/05/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-896829075351-PAYMENT FR OM PHONE,9397635506112173,20/05/2025,1466.37,,-384878.07
20/05/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-830553939552-PAYMENT FOR 100006,8436584130592253,20/05/2025,302.81,,-385180.88
20/05/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL58@ OKSBI-BKID0008860-711312227153-PAYMENT F ROM PHONE,8117713633546388,20/05/2025,7924.18,,-393105.06
20/05/2025,UPI-KWATRA-IBKPOS.EP655748@ICICI-ICIC000 1964-827422359397-PAYMENT FROM PHONE,5979006931742713,20/05/2025,12444.91,,-405549.97
20/05/2025,UPI-KALA KUNJ KOTA-VYAPAR.155469432464@H DFCBANK-HDFC0MERUPI-561947653017-PAYMENT FROM PHONE,9635018232139222,20/05/2025,19395.1,,-424945.07
20/05/2025,UPI-RACHANA RAWAT-807700640R@AXL-FINO00 20001-105119130188-PAYMENT FROM PHONE,4454271124632383,20/05/2025,,7170.84,-417774.23
20/05/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-517290434884-UPIINTENT,1165437482545366,20/05/2025,679.54,,-418453.77
20/05/2025,UPI-FLIPKART PAYMENTS-PAYTM-19192086@PTY BL-YESB0PTMUPI-532725068838-PAYMENT FROM PHONE,9951894629159356,20/05/2025,4753.55,,-423207.32
20/05/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 739859391055-PAYMENT FROM PHONE,2804929948496916,20/05/2025,910.02,,-424117.34
21/05/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-165685583169-UPIINTENT,1372329079439839,21/05/2025,705.95,,-424823.29
21/05/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-749691707216-BLINKIT PAYMENT,8717066128259872,21/05/2025,628.87,,-425452.16
21/05/2025,UPI-GHANSHYAM GURJAR-GHANSHYAMG664@AXL 9735892-684283643021-PAYMENT FROM PH ONE,7618057274249938,21/05/2025,,17870.98,-407581.18
21/05/2025,UPI-MR PANKAJ BHAT-9189595825-4@YBL-CBI N5427585-527464433416-PAYMENT FROM PHONE,7041731620300235,21/05/2025,,25435.75,-382145.43
21/05/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S10576@PT Y-YESB0MCHUPI-207394967812-PAYMENT FROM PHONE,2714493594493246,21/05/2025,30016.05,,-412161.48
22/05/2025,UPI-GHANSHYAM GURJAR-GHANSHYAMG725@AXL 8842452-959725604031-PAYMENT FROM PH ONE,7821427690254945,22/05/2025,,13663.68,-398497.8
22/05/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-225143736248-PAYMENT FROM PHONE,8490145262672084,22/05/2025,440.74,,-398938.54
22/05/2025,UPI-BPCL UFILL 5-PAYTMQR58061653@PAYTM-YE SB0PTMUPI-989333553362-PAYMENT FROM PHON E,2404933429331617,22/05/2025,1437.59,,-400376.13
22/05/2025,UPI-KALA KUNJ KOTA-VYAPAR.876283730493@H DFCBANK-HDFC0MERUPI-222158850134-PAYMENT FROM PHONE,3463150207313113,22/05/2025,31962.94,,-432339.07
22/05/2025,UPI-RADESHYAM CHAUDHARY-DIMPALCHOUDHARY 7825@AXL-SBIN0030057-704947379707-PAYMENT T FROM PHONE,8401991975632037,22/05/2025,,17638.96,-414700.11
22/05/2025,UPI-RADESHYAM CHAUDHARY-DIMPALCHOUDHARY 6583@AXL-SBIN0030057-479949379649-PAYMENT T FROM PHONE,8874758759848676,22/05/2025,,12298.46,-402401.65
22/05/2025,UPI-JABIR HUSAIN TAI-8578191976@YBL-SBIN 94198-253433585764-PAYMENT FROM PHONE,7258727194956131,22/05/2025,19349.04,,-421750.69
22/05/2025,UPI-JABIR HUSAIN TAI-8429135707@YBL-SBIN 58983-946176687194-PAYMENT FROM PHONE,6690030927843812,22/05/2025,38335.3,,-460085.99
23/05/2025,UPI-RACHANA RAWAT-379314437R@AXL-FINO00 50001-419067670453-PAYMENT FROM PHONE,1544966224357935,23/05/2025,,2125.45,-457960.54
